Reporting_Airline,Origin,OriginCityName,Dest,DestCityName,route,Origin_Latitude,Origin_Longitude,Dest_Latitude,Dest_Longitude
UA,SMF,"Sacramento, CA",EWR,"Newark, NJ",SMF-EWR,38.6954,-121.59100000000001,40.6925,-74.1686
UA,SMF,"Sacramento, CA",IAD,"Washington, DC",SMF-IAD,38.6954,-121.59100000000001,38.9445,-77.4558
UA,SMF,"Sacramento, CA",IAH,"Houston, TX",SMF-IAH,38.6954,-121.59100000000001,29.9844,-95.3414
UA,SMF,"Sacramento, CA",ORD,"Chicago, IL",SMF-ORD,38.6954,-121.59100000000001,41.9786,-87.9047
UA,SMF,"Sacramento, CA",SFO,"San Francisco, CA",SMF-SFO,38.6954,-121.59100000000001,37.619,-122.375
UA,SNA,"Santa Ana, CA",DEN,"Denver, CO",SNA-DEN,33.6757,-117.868,39.8617,-104.67299999999999
UA,SNA,"Santa Ana, CA",EWR,"Newark, NJ",SNA-EWR,33.6757,-117.868,40.6925,-74.1686
UA,SNA,"Santa Ana, CA",IAH,"Houston, TX",SNA-IAH,33.6757,-117.868,29.9844,-95.3414
UA,SNA,"Santa Ana, CA",ORD,"Chicago, IL",SNA-ORD,33.6757,-117.868,41.9786,-87.9047
UA,SNA,"Santa Ana, CA",SFO,"San Francisco, CA",SNA-SFO,33.6757,-117.868,37.619,-122.375
UA,SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ",SRQ-EWR,27.3954,-82.5544,40.6925,-74.1686
UA,SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL",SRQ-ORD,27.3954,-82.5544,41.9786,-87.9047
UA,TPA,"Tampa, FL",DEN,"Denver, CO",TPA-DEN,27.9755,-82.5332,39.8617,-104.67299999999999
UA,TPA,"Tampa, FL",EWR,"Newark, NJ",TPA-EWR,27.9755,-82.5332,40.6925,-74.1686
UA,TPA,"Tampa, FL",IAD,"Washington, DC",TPA-IAD,27.9755,-82.5332,38.9445,-77.4558
UA,TPA,"Tampa, FL",IAH,"Houston, TX",TPA-IAH,27.9755,-82.5332,29.9844,-95.3414
UA,TPA,"Tampa, FL",ORD,"Chicago, IL",TPA-ORD,27.9755,-82.5332,41.9786,-87.9047
UA,TPA,"Tampa, FL",SFO,"San Francisco, CA",TPA-SFO,27.9755,-82.5332,37.619,-122.375
UA,TUS,"Tucson, AZ",DEN,"Denver, CO",TUS-DEN,32.1161,-110.941,39.8617,-104.67299999999999
UA,TUS,"Tucson, AZ",IAH,"Houston, TX",TUS-IAH,32.1161,-110.941,29.9844,-95.3414
UA,TYS,"Knoxville, TN",EWR,"Newark, NJ",TYS-EWR,35.811,-83.994,40.6925,-74.1686
