Reporting_Airline,Origin,OriginCityName,Dest,DestCityName,route,Origin_Latitude,Origin_Longitude,Dest_Latitude,Dest_Longitude
UA,MCI,"Kansas City, MO",IAH,"Houston, TX",MCI-IAH,39.2976,-94.7139,29.9844,-95.3414
UA,MCI,"Kansas City, MO",ORD,"Chicago, IL",MCI-ORD,39.2976,-94.7139,41.9786,-87.9047
UA,MCO,"Orlando, FL",CLE,"Cleveland, OH",MCO-CLE,28.4294,-81.309,41.4117,-81.8498
UA,MCO,"Orlando, FL",DEN,"Denver, CO",MCO-DEN,28.4294,-81.309,39.8617,-104.67299999999999
UA,MCO,"Orlando, FL",EWR,"Newark, NJ",MCO-EWR,28.4294,-81.309,40.6925,-74.1686
UA,MCO,"Orlando, FL",IAD,"Washington, DC",MCO-IAD,28.4294,-81.309,38.9445,-77.4558
UA,MCO,"Orlando, FL",IAH,"Houston, TX",MCO-IAH,28.4294,-81.309,29.9844,-95.3414
UA,MCO,"Orlando, FL",LAX,"Los Angeles, CA",MCO-LAX,28.4294,-81.309,33.9425,-118.40799999999999
UA,MCO,"Orlando, FL",ORD,"Chicago, IL",MCO-ORD,28.4294,-81.309,41.9786,-87.9047
UA,MCO,"Orlando, FL",SFO,"San Francisco, CA",MCO-SFO,28.4294,-81.309,37.619,-122.375
UA,MEM,"Memphis, TN",DEN,"Denver, CO",MEM-DEN,35.0424,-89.9767,39.8617,-104.67299999999999
UA,MEM,"Memphis, TN",IAH,"Houston, TX",MEM-IAH,35.0424,-89.9767,29.9844,-95.3414
UA,MFE,"Mission/McAllen/Edinburg, TX",IAH,"Houston, TX",MFE-IAH,26.1758,-98.2386,29.9844,-95.3414
UA,MFR,"Medford, OR",SFO,"San Francisco, CA",MFR-SFO,42.3742,-122.87299999999999,37.619,-122.375
UA,MIA,"Miami, FL",DEN,"Denver, CO",MIA-DEN,25.7932,-80.2906,39.8617,-104.67299999999999
UA,MIA,"Miami, FL",EWR,"Newark, NJ",MIA-EWR,25.7932,-80.2906,40.6925,-74.1686
UA,MIA,"Miami, FL",IAH,"Houston, TX",MIA-IAH,25.7932,-80.2906,29.9844,-95.3414
UA,MIA,"Miami, FL",ORD,"Chicago, IL",MIA-ORD,25.7932,-80.2906,41.9786,-87.9047
UA,MIA,"Miami, FL",SFO,"San Francisco, CA",MIA-SFO,25.7932,-80.2906,37.619,-122.375
UA,MKE,"Milwaukee, WI",DEN,"Denver, CO",MKE-DEN,42.9472,-87.8966,39.8617,-104.67299999999999
UA,MSN,"Madison, WI",DEN,"Denver, CO",MSN-DEN,43.1399,-89.3375,39.8617,-104.67299999999999
UA,MSN,"Madison, WI",ORD,"Chicago, IL",MSN-ORD,43.1399,-89.3375,41.9786,-87.9047
UA,MSP,"Minneapolis, MN",DEN,"Denver, CO",MSP-DEN,44.882,-93.2218,39.8617,-104.67299999999999
UA,MSP,"Minneapolis, MN",IAH,"Houston, TX",MSP-IAH,44.882,-93.2218,29.9844,-95.3414
UA,MSP,"Minneapolis, MN",ORD,"Chicago, IL",MSP-ORD,44.882,-93.2218,41.9786,-87.9047
UA,MSP,"Minneapolis, MN",SFO,"San Francisco, CA",MSP-SFO,44.882,-93.2218,37.619,-122.375
UA,MSY,"New Orleans, LA",DEN,"Denver, CO",MSY-DEN,29.9934,-90.258,39.8617,-104.67299999999999
UA,MSY,"New Orleans, LA",EWR,"Newark, NJ",MSY-EWR,29.9934,-90.258,40.6925,-74.1686
UA,MSY,"New Orleans, LA",IAD,"Washington, DC",MSY-IAD,29.9934,-90.258,38.9445,-77.4558
UA,MSY,"New Orleans, LA",IAH,"Houston, TX",MSY-IAH,29.9934,-90.258,29.9844,-95.3414
UA,MSY,"New Orleans, LA",ORD,"Chicago, IL",MSY-ORD,29.9934,-90.258,41.9786,-87.9047
UA,MSY,"New Orleans, LA",SFO,"San Francisco, CA",MSY-SFO,29.9934,-90.258,37.619,-122.375
UA,MTJ,"Montrose/Delta, CO",EWR,"Newark, NJ",MTJ-EWR,38.5098,-107.89399999999999,40.6925,-74.1686
UA,MTJ,"Montrose/Delta, CO",IAH,"Houston, TX",MTJ-IAH,38.5098,-107.89399999999999,29.9844,-95.3414
UA,MTJ,"Montrose/Delta, CO",LGA,"New York, NY",MTJ-LGA,38.5098,-107.89399999999999,40.775,-73.875
UA,MYR,"Myrtle Beach, SC",EWR,"Newark, NJ",MYR-EWR,33.6797,-78.9283,40.6925,-74.1686
UA,OGG,"Kahului, HI",DEN,"Denver, CO",OGG-DEN,20.8986,-156.43,39.8617,-104.67299999999999
UA,OGG,"Kahului, HI",LAX,"Los Angeles, CA",OGG-LAX,20.8986,-156.43,33.9425,-118.40799999999999
UA,OGG,"Kahului, HI",ORD,"Chicago, IL",OGG-ORD,20.8986,-156.43,41.9786,-87.9047
UA,OGG,"Kahului, HI",SFO,"San Francisco, CA",OGG-SFO,20.8986,-156.43,37.619,-122.375
UA,OKC,"Oklahoma City, OK",DEN,"Denver, CO",OKC-DEN,35.3931,-97.6007,39.8617,-104.67299999999999
UA,OMA,"Omaha, NE",DEN,"Denver, CO",OMA-DEN,41.3032,-95.8941,39.8617,-104.67299999999999
UA,OMA,"Omaha, NE",ORD,"Chicago, IL",OMA-ORD,41.3032,-95.8941,41.9786,-87.9047
UA,ONT,"Ontario, CA",DEN,"Denver, CO",ONT-DEN,34.056,-117.601,39.8617,-104.67299999999999
UA,ONT,"Ontario, CA",SFO,"San Francisco, CA",ONT-SFO,34.056,-117.601,37.619,-122.375
UA,ORD,"Chicago, IL",ALB,"Albany, NY",ORD-ALB,41.9786,-87.9047,42.7483,-73.8017
UA,ORD,"Chicago, IL",ANC,"Anchorage, AK",ORD-ANC,41.9786,-87.9047,61.1744,-149.996
UA,ORD,"Chicago, IL",ATL,"Atlanta, GA",ORD-ATL,41.9786,-87.9047,33.6367,-84.4281
UA,ORD,"Chicago, IL",AUS,"Austin, TX",ORD-AUS,41.9786,-87.9047,30.1945,-97.6699
UA,ORD,"Chicago, IL",BDL,"Hartford, CT",ORD-BDL,41.9786,-87.9047,41.9392,-72.6833
UA,ORD,"Chicago, IL",BNA,"Nashville, TN",ORD-BNA,41.9786,-87.9047,36.1245,-86.6782
UA,ORD,"Chicago, IL",BOS,"Boston, MA",ORD-BOS,41.9786,-87.9047,42.3643,-71.0052
UA,ORD,"Chicago, IL",BTV,"Burlington, VT",ORD-BTV,41.9786,-87.9047,44.4719,-73.1533
UA,ORD,"Chicago, IL",BUF,"Buffalo, NY",ORD-BUF,41.9786,-87.9047,42.9405,-78.7322
UA,ORD,"Chicago, IL",BWI,"Baltimore, MD",ORD-BWI,41.9786,-87.9047,39.1753,-76.6683
UA,ORD,"Chicago, IL",BZN,"Bozeman, MT",ORD-BZN,41.9786,-87.9047,45.7775,-111.15299999999999
UA,ORD,"Chicago, IL",CID,"Cedar Rapids/Iowa City, IA",ORD-CID,41.9786,-87.9047,41.8847,-91.7108
UA,ORD,"Chicago, IL",CLE,"Cleveland, OH",ORD-CLE,41.9786,-87.9047,41.4117,-81.8498
UA,ORD,"Chicago, IL",CLT,"Charlotte, NC",ORD-CLT,41.9786,-87.9047,35.214,-80.9431
UA,ORD,"Chicago, IL",CVG,"Cincinnati, OH",ORD-CVG,41.9786,-87.9047,39.0488,-84.6678
UA,ORD,"Chicago, IL",DCA,"Washington, DC",ORD-DCA,41.9786,-87.9047,38.8522,-77.0378
UA,ORD,"Chicago, IL",DEN,"Denver, CO",ORD-DEN,41.9786,-87.9047,39.8617,-104.67299999999999
UA,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",ORD-DFW,41.9786,-87.9047,32.8968,-97.038
UA,ORD,"Chicago, IL",DSM,"Des Moines, IA",ORD-DSM,41.9786,-87.9047,41.534,-93.6631
UA,ORD,"Chicago, IL",DTW,"Detroit, MI",ORD-DTW,41.9786,-87.9047,42.2125,-83.3533
UA,ORD,"Chicago, IL",EGE,"Eagle, CO",ORD-EGE,41.9786,-87.9047,39.6426,-106.91799999999999
UA,ORD,"Chicago, IL",EWR,"Newark, NJ",ORD-EWR,41.9786,-87.9047,40.6925,-74.1686
UA,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",ORD-FLL,41.9786,-87.9047,26.0726,-80.1527
UA,ORD,"Chicago, IL",GRR,"Grand Rapids, MI",ORD-GRR,41.9786,-87.9047,42.8808,-85.5228
UA,ORD,"Chicago, IL",HNL,"Honolulu, HI",ORD-HNL,41.9786,-87.9047,21.3206,-157.924
UA,ORD,"Chicago, IL",IAD,"Washington, DC",ORD-IAD,41.9786,-87.9047,38.9445,-77.4558
UA,ORD,"Chicago, IL",IAH,"Houston, TX",ORD-IAH,41.9786,-87.9047,29.9844,-95.3414
UA,ORD,"Chicago, IL",ICT,"Wichita, KS",ORD-ICT,41.9786,-87.9047,37.6499,-97.4331
UA,ORD,"Chicago, IL",IND,"Indianapolis, IN",ORD-IND,41.9786,-87.9047,39.7173,-86.2944
UA,ORD,"Chicago, IL",JAC,"Jackson, WY",ORD-JAC,41.9786,-87.9047,43.6073,-110.738
UA,ORD,"Chicago, IL",JAX,"Jacksonville, FL",ORD-JAX,41.9786,-87.9047,30.4941,-81.6879
UA,ORD,"Chicago, IL",LAS,"Las Vegas, NV",ORD-LAS,41.9786,-87.9047,36.0801,-115.152
UA,ORD,"Chicago, IL",LAX,"Los Angeles, CA",ORD-LAX,41.9786,-87.9047,33.9425,-118.40799999999999
UA,ORD,"Chicago, IL",LGA,"New York, NY",ORD-LGA,41.9786,-87.9047,40.775,-73.875
UA,ORD,"Chicago, IL",MCI,"Kansas City, MO",ORD-MCI,41.9786,-87.9047,39.2976,-94.7139
UA,ORD,"Chicago, IL",MCO,"Orlando, FL",ORD-MCO,41.9786,-87.9047,28.4294,-81.309
UA,ORD,"Chicago, IL",MIA,"Miami, FL",ORD-MIA,41.9786,-87.9047,25.7932,-80.2906
UA,ORD,"Chicago, IL",MSN,"Madison, WI",ORD-MSN,41.9786,-87.9047,43.1399,-89.3375
UA,ORD,"Chicago, IL",MSP,"Minneapolis, MN",ORD-MSP,41.9786,-87.9047,44.882,-93.2218
UA,ORD,"Chicago, IL",MSY,"New Orleans, LA",ORD-MSY,41.9786,-87.9047,29.9934,-90.258
UA,ORD,"Chicago, IL",OGG,"Kahului, HI",ORD-OGG,41.9786,-87.9047,20.8986,-156.43
UA,ORD,"Chicago, IL",OMA,"Omaha, NE",ORD-OMA,41.9786,-87.9047,41.3032,-95.8941
UA,ORD,"Chicago, IL",ORF,"Norfolk, VA",ORD-ORF,41.9786,-87.9047,36.8946,-76.2012
UA,ORD,"Chicago, IL",PDX,"Portland, OR",ORD-PDX,41.9786,-87.9047,45.5887,-122.598
UA,ORD,"Chicago, IL",PHL,"Philadelphia, PA",ORD-PHL,41.9786,-87.9047,39.8719,-75.2411
UA,ORD,"Chicago, IL",PHX,"Phoenix, AZ",ORD-PHX,41.9786,-87.9047,33.4343,-112.012
UA,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",ORD-PIT,41.9786,-87.9047,40.4915,-80.2329
UA,ORD,"Chicago, IL",RDU,"Raleigh/Durham, NC",ORD-RDU,41.9786,-87.9047,35.8776,-78.7875
UA,ORD,"Chicago, IL",RIC,"Richmond, VA",ORD-RIC,41.9786,-87.9047,37.5052,-77.3197
UA,ORD,"Chicago, IL",RSW,"Fort Myers, FL",ORD-RSW,41.9786,-87.9047,26.5362,-81.7552
UA,ORD,"Chicago, IL",SAN,"San Diego, CA",ORD-SAN,41.9786,-87.9047,32.7336,-117.19
UA,ORD,"Chicago, IL",SAT,"San Antonio, TX",ORD-SAT,41.9786,-87.9047,29.5337,-98.4698
UA,ORD,"Chicago, IL",SEA,"Seattle, WA",ORD-SEA,41.9786,-87.9047,47.449,-122.309
UA,ORD,"Chicago, IL",SFO,"San Francisco, CA",ORD-SFO,41.9786,-87.9047,37.619,-122.375
UA,ORD,"Chicago, IL",SJC,"San Jose, CA",ORD-SJC,41.9786,-87.9047,37.3626,-121.929
UA,ORD,"Chicago, IL",SJU,"San Juan, PR",ORD-SJU,41.9786,-87.9047,18.4394,-66.0018
UA,ORD,"Chicago, IL",SLC,"Salt Lake City, UT",ORD-SLC,41.9786,-87.9047,40.7884,-111.978
UA,ORD,"Chicago, IL",SMF,"Sacramento, CA",ORD-SMF,41.9786,-87.9047,38.6954,-121.59100000000001
UA,ORD,"Chicago, IL",SNA,"Santa Ana, CA",ORD-SNA,41.9786,-87.9047,33.6757,-117.868
UA,ORD,"Chicago, IL",SRQ,"Sarasota/Bradenton, FL",ORD-SRQ,41.9786,-87.9047,27.3954,-82.5544
UA,ORD,"Chicago, IL",TPA,"Tampa, FL",ORD-TPA,41.9786,-87.9047,27.9755,-82.5332
UA,ORF,"Norfolk, VA",IAD,"Washington, DC",ORF-IAD,36.8946,-76.2012,38.9445,-77.4558
UA,ORF,"Norfolk, VA",IAH,"Houston, TX",ORF-IAH,36.8946,-76.2012,29.9844,-95.3414
UA,ORF,"Norfolk, VA",ORD,"Chicago, IL",ORF-ORD,36.8946,-76.2012,41.9786,-87.9047
UA,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",PBI-EWR,26.6832,-80.0956,40.6925,-74.1686
UA,PBI,"West Palm Beach/Palm Beach, FL",IAH,"Houston, TX",PBI-IAH,26.6832,-80.0956,29.9844,-95.3414
UA,PDX,"Portland, OR",DEN,"Denver, CO",PDX-DEN,45.5887,-122.598,39.8617,-104.67299999999999
UA,PDX,"Portland, OR",EWR,"Newark, NJ",PDX-EWR,45.5887,-122.598,40.6925,-74.1686
UA,PDX,"Portland, OR",IAD,"Washington, DC",PDX-IAD,45.5887,-122.598,38.9445,-77.4558
UA,PDX,"Portland, OR",IAH,"Houston, TX",PDX-IAH,45.5887,-122.598,29.9844,-95.3414
UA,PDX,"Portland, OR",ORD,"Chicago, IL",PDX-ORD,45.5887,-122.598,41.9786,-87.9047
UA,PDX,"Portland, OR",SFO,"San Francisco, CA",PDX-SFO,45.5887,-122.598,37.619,-122.375
UA,PHL,"Philadelphia, PA",DEN,"Denver, CO",PHL-DEN,39.8719,-75.2411,39.8617,-104.67299999999999
UA,PHL,"Philadelphia, PA",IAH,"Houston, TX",PHL-IAH,39.8719,-75.2411,29.9844,-95.3414
UA,PHL,"Philadelphia, PA",ORD,"Chicago, IL",PHL-ORD,39.8719,-75.2411,41.9786,-87.9047
UA,PHL,"Philadelphia, PA",SFO,"San Francisco, CA",PHL-SFO,39.8719,-75.2411,37.619,-122.375
UA,PHX,"Phoenix, AZ",DEN,"Denver, CO",PHX-DEN,33.4343,-112.012,39.8617,-104.67299999999999
UA,PHX,"Phoenix, AZ",EWR,"Newark, NJ",PHX-EWR,33.4343,-112.012,40.6925,-74.1686
UA,PHX,"Phoenix, AZ",IAD,"Washington, DC",PHX-IAD,33.4343,-112.012,38.9445,-77.4558
UA,PHX,"Phoenix, AZ",IAH,"Houston, TX",PHX-IAH,33.4343,-112.012,29.9844,-95.3414
UA,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",PHX-LAX,33.4343,-112.012,33.9425,-118.40799999999999
UA,PHX,"Phoenix, AZ",ORD,"Chicago, IL",PHX-ORD,33.4343,-112.012,41.9786,-87.9047
UA,PHX,"Phoenix, AZ",SFO,"San Francisco, CA",PHX-SFO,33.4343,-112.012,37.619,-122.375
UA,PIT,"Pittsburgh, PA",DEN,"Denver, CO",PIT-DEN,40.4915,-80.2329,39.8617,-104.67299999999999
UA,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",PIT-EWR,40.4915,-80.2329,40.6925,-74.1686
UA,PIT,"Pittsburgh, PA",ORD,"Chicago, IL",PIT-ORD,40.4915,-80.2329,41.9786,-87.9047
UA,PIT,"Pittsburgh, PA",SFO,"San Francisco, CA",PIT-SFO,40.4915,-80.2329,37.619,-122.375
UA,PSP,"Palm Springs, CA",DEN,"Denver, CO",PSP-DEN,33.8297,-116.507,39.8617,-104.67299999999999
UA,PSP,"Palm Springs, CA",SFO,"San Francisco, CA",PSP-SFO,33.8297,-116.507,37.619,-122.375
UA,PWM,"Portland, ME",EWR,"Newark, NJ",PWM-EWR,43.6462,-70.3093,40.6925,-74.1686
UA,RDU,"Raleigh/Durham, NC",DEN,"Denver, CO",RDU-DEN,35.8776,-78.7875,39.8617,-104.67299999999999
UA,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",RDU-EWR,35.8776,-78.7875,40.6925,-74.1686
UA,RDU,"Raleigh/Durham, NC",IAD,"Washington, DC",RDU-IAD,35.8776,-78.7875,38.9445,-77.4558
UA,RDU,"Raleigh/Durham, NC",IAH,"Houston, TX",RDU-IAH,35.8776,-78.7875,29.9844,-95.3414
UA,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",RDU-ORD,35.8776,-78.7875,41.9786,-87.9047
UA,RDU,"Raleigh/Durham, NC",SFO,"San Francisco, CA",RDU-SFO,35.8776,-78.7875,37.619,-122.375
UA,RIC,"Richmond, VA",DEN,"Denver, CO",RIC-DEN,37.5052,-77.3197,39.8617,-104.67299999999999
UA,RIC,"Richmond, VA",ORD,"Chicago, IL",RIC-ORD,37.5052,-77.3197,41.9786,-87.9047
UA,RNO,"Reno, NV",DEN,"Denver, CO",RNO-DEN,39.4991,-119.76799999999999,39.8617,-104.67299999999999
UA,RNO,"Reno, NV",SFO,"San Francisco, CA",RNO-SFO,39.4991,-119.76799999999999,37.619,-122.375
UA,ROC,"Rochester, NY",EWR,"Newark, NJ",ROC-EWR,43.1189,-77.6724,40.6925,-74.1686
UA,RSW,"Fort Myers, FL",CLE,"Cleveland, OH",RSW-CLE,26.5362,-81.7552,41.4117,-81.8498
UA,RSW,"Fort Myers, FL",DEN,"Denver, CO",RSW-DEN,26.5362,-81.7552,39.8617,-104.67299999999999
UA,RSW,"Fort Myers, FL",EWR,"Newark, NJ",RSW-EWR,26.5362,-81.7552,40.6925,-74.1686
UA,RSW,"Fort Myers, FL",IAH,"Houston, TX",RSW-IAH,26.5362,-81.7552,29.9844,-95.3414
UA,RSW,"Fort Myers, FL",ORD,"Chicago, IL",RSW-ORD,26.5362,-81.7552,41.9786,-87.9047
UA,SAN,"San Diego, CA",DEN,"Denver, CO",SAN-DEN,32.7336,-117.19,39.8617,-104.67299999999999
UA,SAN,"San Diego, CA",EWR,"Newark, NJ",SAN-EWR,32.7336,-117.19,40.6925,-74.1686
UA,SAN,"San Diego, CA",IAD,"Washington, DC",SAN-IAD,32.7336,-117.19,38.9445,-77.4558
UA,SAN,"San Diego, CA",IAH,"Houston, TX",SAN-IAH,32.7336,-117.19,29.9844,-95.3414
UA,SAN,"San Diego, CA",LAX,"Los Angeles, CA",SAN-LAX,32.7336,-117.19,33.9425,-118.40799999999999
UA,SAN,"San Diego, CA",ORD,"Chicago, IL",SAN-ORD,32.7336,-117.19,41.9786,-87.9047
UA,SAN,"San Diego, CA",SFO,"San Francisco, CA",SAN-SFO,32.7336,-117.19,37.619,-122.375
UA,SAT,"San Antonio, TX",DEN,"Denver, CO",SAT-DEN,29.5337,-98.4698,39.8617,-104.67299999999999
UA,SAT,"San Antonio, TX",EWR,"Newark, NJ",SAT-EWR,29.5337,-98.4698,40.6925,-74.1686
UA,SAT,"San Antonio, TX",IAD,"Washington, DC",SAT-IAD,29.5337,-98.4698,38.9445,-77.4558
UA,SAT,"San Antonio, TX",IAH,"Houston, TX",SAT-IAH,29.5337,-98.4698,29.9844,-95.3414
UA,SAT,"San Antonio, TX",LAX,"Los Angeles, CA",SAT-LAX,29.5337,-98.4698,33.9425,-118.40799999999999
UA,SAT,"San Antonio, TX",ORD,"Chicago, IL",SAT-ORD,29.5337,-98.4698,41.9786,-87.9047
UA,SAT,"San Antonio, TX",SFO,"San Francisco, CA",SAT-SFO,29.5337,-98.4698,37.619,-122.375
UA,SAV,"Savannah, GA",EWR,"Newark, NJ",SAV-EWR,32.1276,-81.2021,40.6925,-74.1686
UA,SBA,"Santa Barbara, CA",SFO,"San Francisco, CA",SBA-SFO,34.4262,-119.84,37.619,-122.375
UA,SEA,"Seattle, WA",DEN,"Denver, CO",SEA-DEN,47.449,-122.309,39.8617,-104.67299999999999
UA,SEA,"Seattle, WA",EWR,"Newark, NJ",SEA-EWR,47.449,-122.309,40.6925,-74.1686
UA,SEA,"Seattle, WA",IAD,"Washington, DC",SEA-IAD,47.449,-122.309,38.9445,-77.4558
UA,SEA,"Seattle, WA",IAH,"Houston, TX",SEA-IAH,47.449,-122.309,29.9844,-95.3414
UA,SEA,"Seattle, WA",ORD,"Chicago, IL",SEA-ORD,47.449,-122.309,41.9786,-87.9047
UA,SEA,"Seattle, WA",SFO,"San Francisco, CA",SEA-SFO,47.449,-122.309,37.619,-122.375
UA,SFO,"San Francisco, CA",ANC,"Anchorage, AK",SFO-ANC,37.619,-122.375,61.1744,-149.996
UA,SFO,"San Francisco, CA",ATL,"Atlanta, GA",SFO-ATL,37.619,-122.375,33.6367,-84.4281
UA,SFO,"San Francisco, CA",AUS,"Austin, TX",SFO-AUS,37.619,-122.375,30.1945,-97.6699
UA,SFO,"San Francisco, CA",BNA,"Nashville, TN",SFO-BNA,37.619,-122.375,36.1245,-86.6782
UA,SFO,"San Francisco, CA",BOS,"Boston, MA",SFO-BOS,37.619,-122.375,42.3643,-71.0052
UA,SFO,"San Francisco, CA",BUR,"Burbank, CA",SFO-BUR,37.619,-122.375,34.2007,-118.359
UA,SFO,"San Francisco, CA",BWI,"Baltimore, MD",SFO-BWI,37.619,-122.375,39.1753,-76.6683
UA,SFO,"San Francisco, CA",CLE,"Cleveland, OH",SFO-CLE,37.619,-122.375,41.4117,-81.8498
UA,SFO,"San Francisco, CA",CVG,"Cincinnati, OH",SFO-CVG,37.619,-122.375,39.0488,-84.6678
UA,SFO,"San Francisco, CA",DCA,"Washington, DC",SFO-DCA,37.619,-122.375,38.8522,-77.0378
UA,SFO,"San Francisco, CA",DEN,"Denver, CO",SFO-DEN,37.619,-122.375,39.8617,-104.67299999999999
UA,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",SFO-DFW,37.619,-122.375,32.8968,-97.038
UA,SFO,"San Francisco, CA",DTW,"Detroit, MI",SFO-DTW,37.619,-122.375,42.2125,-83.3533
UA,SFO,"San Francisco, CA",EUG,"Eugene, OR",SFO-EUG,37.619,-122.375,44.1246,-123.212
UA,SFO,"San Francisco, CA",EWR,"Newark, NJ",SFO-EWR,37.619,-122.375,40.6925,-74.1686
UA,SFO,"San Francisco, CA",FAT,"Fresno, CA",SFO-FAT,37.619,-122.375,36.7762,-119.71799999999999
UA,SFO,"San Francisco, CA",FLL,"Fort Lauderdale, FL",SFO-FLL,37.619,-122.375,26.0726,-80.1527
UA,SFO,"San Francisco, CA",HNL,"Honolulu, HI",SFO-HNL,37.619,-122.375,21.3206,-157.924
UA,SFO,"San Francisco, CA",IAD,"Washington, DC",SFO-IAD,37.619,-122.375,38.9445,-77.4558
UA,SFO,"San Francisco, CA",IAH,"Houston, TX",SFO-IAH,37.619,-122.375,29.9844,-95.3414
UA,SFO,"San Francisco, CA",IND,"Indianapolis, IN",SFO-IND,37.619,-122.375,39.7173,-86.2944
UA,SFO,"San Francisco, CA",KOA,"Kona, HI",SFO-KOA,37.619,-122.375,19.7388,-156.046
UA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",SFO-LAS,37.619,-122.375,36.0801,-115.152
UA,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",SFO-LAX,37.619,-122.375,33.9425,-118.40799999999999
UA,SFO,"San Francisco, CA",LIH,"Lihue, HI",SFO-LIH,37.619,-122.375,21.976,-159.339
UA,SFO,"San Francisco, CA",MCO,"Orlando, FL",SFO-MCO,37.619,-122.375,28.4294,-81.309
UA,SFO,"San Francisco, CA",MFR,"Medford, OR",SFO-MFR,37.619,-122.375,42.3742,-122.87299999999999
UA,SFO,"San Francisco, CA",MIA,"Miami, FL",SFO-MIA,37.619,-122.375,25.7932,-80.2906
UA,SFO,"San Francisco, CA",MSP,"Minneapolis, MN",SFO-MSP,37.619,-122.375,44.882,-93.2218
UA,SFO,"San Francisco, CA",MSY,"New Orleans, LA",SFO-MSY,37.619,-122.375,29.9934,-90.258
UA,SFO,"San Francisco, CA",OGG,"Kahului, HI",SFO-OGG,37.619,-122.375,20.8986,-156.43
UA,SFO,"San Francisco, CA",ONT,"Ontario, CA",SFO-ONT,37.619,-122.375,34.056,-117.601
UA,SFO,"San Francisco, CA",ORD,"Chicago, IL",SFO-ORD,37.619,-122.375,41.9786,-87.9047
UA,SFO,"San Francisco, CA",PDX,"Portland, OR",SFO-PDX,37.619,-122.375,45.5887,-122.598
UA,SFO,"San Francisco, CA",PHL,"Philadelphia, PA",SFO-PHL,37.619,-122.375,39.8719,-75.2411
UA,SFO,"San Francisco, CA",PHX,"Phoenix, AZ",SFO-PHX,37.619,-122.375,33.4343,-112.012
UA,SFO,"San Francisco, CA",PIT,"Pittsburgh, PA",SFO-PIT,37.619,-122.375,40.4915,-80.2329
UA,SFO,"San Francisco, CA",PSP,"Palm Springs, CA",SFO-PSP,37.619,-122.375,33.8297,-116.507
UA,SFO,"San Francisco, CA",RDU,"Raleigh/Durham, NC",SFO-RDU,37.619,-122.375,35.8776,-78.7875
UA,SFO,"San Francisco, CA",RNO,"Reno, NV",SFO-RNO,37.619,-122.375,39.4991,-119.76799999999999
UA,SFO,"San Francisco, CA",SAN,"San Diego, CA",SFO-SAN,37.619,-122.375,32.7336,-117.19
UA,SFO,"San Francisco, CA",SBA,"Santa Barbara, CA",SFO-SBA,37.619,-122.375,34.4262,-119.84
UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",SFO-SEA,37.619,-122.375,47.449,-122.309
UA,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",SFO-SLC,37.619,-122.375,40.7884,-111.978
UA,SFO,"San Francisco, CA",SMF,"Sacramento, CA",SFO-SMF,37.619,-122.375,38.6954,-121.59100000000001
UA,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",SFO-SNA,37.619,-122.375,33.6757,-117.868
UA,SFO,"San Francisco, CA",TPA,"Tampa, FL",SFO-TPA,37.619,-122.375,27.9755,-82.5332
UA,SJC,"San Jose, CA",DEN,"Denver, CO",SJC-DEN,37.3626,-121.929,39.8617,-104.67299999999999
UA,SJC,"San Jose, CA",EWR,"Newark, NJ",SJC-EWR,37.3626,-121.929,40.6925,-74.1686
UA,SJC,"San Jose, CA",IAH,"Houston, TX",SJC-IAH,37.3626,-121.929,29.9844,-95.3414
UA,SJC,"San Jose, CA",ORD,"Chicago, IL",SJC-ORD,37.3626,-121.929,41.9786,-87.9047
UA,SJU,"San Juan, PR",EWR,"Newark, NJ",SJU-EWR,18.4394,-66.0018,40.6925,-74.1686
UA,SJU,"San Juan, PR",IAD,"Washington, DC",SJU-IAD,18.4394,-66.0018,38.9445,-77.4558
UA,SJU,"San Juan, PR",IAH,"Houston, TX",SJU-IAH,18.4394,-66.0018,29.9844,-95.3414
UA,SJU,"San Juan, PR",ORD,"Chicago, IL",SJU-ORD,18.4394,-66.0018,41.9786,-87.9047
UA,SLC,"Salt Lake City, UT",DEN,"Denver, CO",SLC-DEN,40.7884,-111.978,39.8617,-104.67299999999999
UA,SLC,"Salt Lake City, UT",EWR,"Newark, NJ",SLC-EWR,40.7884,-111.978,40.6925,-74.1686
UA,SLC,"Salt Lake City, UT",IAH,"Houston, TX",SLC-IAH,40.7884,-111.978,29.9844,-95.3414
UA,SLC,"Salt Lake City, UT",ORD,"Chicago, IL",SLC-ORD,40.7884,-111.978,41.9786,-87.9047
UA,SMF,"Sacramento, CA",DEN,"Denver, CO",SMF-DEN,38.6954,-121.59100000000001,39.8617,-104.67299999999999
